model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
HgsoLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6304.5834,6.3046,0.03648782,6304.9741,0.2707,120.01093615889548,7.3068,162.1209,12.7327,1.244,4.0462,0.2671,inf,inf,108.231,0.898,0.8838
HgsoLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6292.6116,6.2926,0.04172802,6293.1267,0.2761,119.9275747038424,8.2912,163.7625,12.797,1.6748,5.5737,0.2597,inf,inf,110.6931,0.9591,1.0029
HgsoLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6352.8186,6.3528,0.03947663,6354.0049,0.2716,127.24642739653586,8.1699,163.1103,12.7715,1.6662,5.7006,0.2627,inf,inf,110.502,0.9554,0.9882
HgsoLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6278.9235,6.2789,0.04263067,6279.4433,0.2737,127.8176444298029,7.8754,161.2214,12.6973,1.5429,5.1755,0.2712,inf,inf,109.749,0.9428,0.9526
HgsoLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6305.6088,6.3056,0.04277396,6306.1148,0.2737,124.0800103598833,7.9777,161.7309,12.7173,1.5744,5.2285,0.2689,inf,inf,109.9224,0.9464,0.9649
HgsoLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6311.4492,6.3114,0.04445887,6311.9518,0.2767,124.50997997015713,8.0772,161.8713,12.7229,1.6111,5.4823,0.2683,inf,inf,110.2287,0.9516,0.977
HgsoLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6316.1486,6.3161,0.03906918,6316.5952,0.2777,125.48448609560728,7.9806,161.1304,12.6937,1.5679,5.3341,0.2716,inf,inf,110.0003,0.9472,0.9653
HgsoLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6361.434,6.3614,0.03661752,6361.8516,0.2613,115.56471152424811,7.9071,164.5894,12.8292,1.437,4.8375,0.256,inf,inf,109.3756,0.9322,0.9564
HgsoLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,6050.2475,6.0502,0.01887846,6050.7363,0.2723,118.30509754180908,7.643,161.0692,12.6913,1.3726,4.5452,0.2719,inf,inf,108.8285,0.9227,0.9245
HgsoLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,3190.4419,3.1904,0.01894236,3190.581,0.2744,115.68656522721051,8.2819,164.1761,12.8131,1.6484,5.4782,0.2578,inf,inf,110.5468,0.9569,1.0017
