model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5034.5947,5.0346,0.01739478,5034.818,0.1592,0.0649,0.1512,0.3828,0.3737,0.6113,214.6876,129.9803,0.1592,0.6318,0.1512,8.5795,187.7038,13.7005,154.6769,62.4898
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5144.0722,5.1441,0.01620436,5144.3439,0.1543,0.0675,0.1483,0.3788,0.375,0.6124,194.2348,125.2409,0.1543,0.6298,0.1483,8.489,188.3487,13.724,164.9664,60.4625
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5185.6506,5.1857,0.017524,5185.9699,0.147,0.068,0.1437,0.3736,0.377,0.614,177.2228,127.6151,0.147,0.6566,0.1437,8.372,189.3732,13.7613,170.822,59.9615
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5183.8906,5.1839,0.01687384,5184.2371,0.1685,0.0665,0.1642,0.3789,0.368,0.6066,221.8105,121.4583,0.1685,0.629,0.1642,8.4906,184.8318,13.5953,174.3911,62.105
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5226.6941,5.2267,0.01673126,5227.0833,0.1111,0.0687,0.1107,0.3777,0.3916,0.6258,173.1113,124.6359,0.1111,0.6465,0.1107,8.4651,196.6739,14.024,176.8309,60.7199
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5248.8645,5.2489,0.02182341,5249.2924,0.1415,0.0675,0.1375,0.3857,0.3798,0.6163,215.9582,124.3746,0.1415,0.6253,0.1375,8.6439,190.7544,13.8114,165.2812,62.8204
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5285.8303,5.2858,0.01806641,5286.2966,0.156,0.0678,0.1468,0.3888,0.3757,0.6129,189.0558,131.5646,0.156,0.6357,0.1468,8.7135,188.6961,13.7367,150.0416,61.7421
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5312.1208,5.3121,0.0179534,5312.6349,0.1696,0.0662,0.1643,0.3742,0.368,0.6066,172.1878,128.262,0.1696,0.6399,0.1643,8.3872,184.8084,13.5944,162.5231,60.6684
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5350.2886,5.3503,0.01732635,5350.8443,0.1557,0.0666,0.149,0.3843,0.3747,0.6121,198.8104,128.5128,0.1557,0.6234,0.149,8.6119,188.2112,13.719,162.5997,62.4082
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5378.0877,5.3781,0.01957273,5378.7728,0.185,0.0633,0.1819,0.3714,0.3602,0.6002,202.6486,121.9102,0.185,0.605,0.1819,8.3227,180.9341,13.4512,161.1052,60.9026
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",5408.3718,5.4084,0.01780891,5409.0166,0.1829,0.0644,0.1765,0.3743,0.3626,0.6022,217.9585,124.8306,0.1829,0.6033,0.1765,8.3884,182.1271,13.4954,160.622,61.6821
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",6340.5517,6.3406,0.01984525,6341.2496,0.1904,0.0645,0.1839,0.3772,0.3593,0.5994,209.5526,128.5232,0.1904,0.6212,0.1839,8.4525,180.4721,13.434,157.6849,61.1817
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",6385.1478,6.3851,0.02013636,6385.9141,0.166,0.0667,0.159,0.3737,0.3703,0.6085,227.8636,129.9212,0.166,0.6306,0.159,8.3748,185.9997,13.6382,160.3095,60.4481
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",6441.1282,6.4411,0.02061844,6441.9512,0.1536,0.0679,0.1482,0.3802,0.375,0.6124,209.0865,122.2479,0.1536,0.6492,0.1482,8.5211,188.3685,13.7247,172.3282,62.0286
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",6457.0657,6.4571,0.01855373,6457.9217,0.1254,0.0691,0.1208,0.3877,0.3871,0.6222,164.1214,134.7229,0.1254,0.6499,0.1208,8.689,194.4316,13.9439,150.9001,62.1255
