model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5086.8436,5.0868,0.01675057,5087.0898,0.1552,0.0655,0.1481,0.3841,0.3751,0.6124,212.7576,127.2759,0.1552,0.6027,0.1481,8.6085,188.3955,13.7257,154.5724,63.5004
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5157.8715,5.1579,0.01737356,5158.1416,0.1592,0.0655,0.1512,0.3845,0.3737,0.6113,208.9165,128.3754,0.1592,0.6074,0.1512,8.6176,187.7077,13.7006,156.091,63.5863
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5217.6806,5.2177,0.01692057,5217.9882,0.1532,0.0663,0.15,0.3769,0.3743,0.6118,193.4734,125.4524,0.1532,0.6288,0.15,8.4459,187.9899,13.7109,162.4712,60.9854
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5211.0667,5.2111,0.01737118,5211.412,0.151,0.0667,0.1456,0.38,0.3762,0.6134,204.6829,125.2141,0.151,0.6175,0.1456,8.5171,188.954,13.7461,158.6044,61.7869
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5228.6605,5.2287,0.01723862,5229.0377,0.1581,0.066,0.1391,0.3985,0.3791,0.6157,191.041,137.6959,0.1581,0.619,0.1391,8.9312,190.3971,13.7984,150.5883,66.0202
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5270.9892,5.271,0.01647091,5271.4076,0.1548,0.0664,0.1457,0.3868,0.3761,0.6133,224.9752,127.0042,0.1548,0.6244,0.1457,8.6691,188.9237,13.745,160.4986,64.0667
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5319.5389,5.3195,0.01878262,5320.0212,0.1582,0.0652,0.1556,0.3743,0.3718,0.6097,218.7007,122.1414,0.1582,0.6037,0.1556,8.3895,186.7381,13.6652,159.2041,61.6568
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5344.2006,5.3442,0.01773024,5344.7139,0.1638,0.0654,0.1636,0.3652,0.3683,0.6069,210.2233,118.4756,0.1638,0.6164,0.1636,8.1854,184.9815,13.6008,165.1301,58.9991
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5370.7513,5.3708,0.01695538,5371.3061,0.1468,0.0675,0.1436,0.3794,0.3771,0.6141,176.2774,127.9419,0.1468,0.6352,0.1436,8.5019,189.4012,13.7623,163.1163,60.6415
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5411.3221,5.4113,0.01890755,5412.0065,0.1553,0.0666,0.1519,0.3777,0.3734,0.6111,190.4718,125.3608,0.1553,0.62,0.1519,8.4644,187.5674,13.6955,161.0304,61.1713
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",5431.4213,5.4314,0.01708221,5432.0691,0.1589,0.0668,0.1447,0.3954,0.3766,0.6137,194.0207,134.821,0.1589,0.6256,0.1447,8.8612,189.1621,13.7536,159.538,64.7525
