model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
NroMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,362.4162,0.3624,0.00058484,362.5195,0.2823,120.0393655486786,7.8585,159.4998,12.6293,1.5071,5.0215,0.279,inf,inf,109.5332,0.9396,0.9505
NroMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,362.4035,0.3624,0.00056911,362.5025,0.2758,121.046944774767,7.7583,160.5727,12.6717,1.4509,4.8706,0.2741,inf,inf,109.2528,0.9331,0.9384
NroMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,305.4695,0.3055,0.0008955,305.5249,0.2762,119.17148605747123,7.8476,160.7463,12.6786,1.4868,4.9184,0.2733,inf,inf,109.4769,0.9379,0.9492
NroMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,244.6858,0.2447,0.00069928,244.7446,0.2714,117.45944340274582,7.8916,161.9969,12.7278,1.4956,4.8083,0.2677,inf,inf,109.5839,0.9375,0.9545
NroMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,437.8279,0.4378,0.00080156,437.9265,0.2738,118.37007406788612,7.8156,161.2455,12.6982,1.4455,4.8147,0.2711,inf,inf,109.3008,0.9331,0.9453
NroMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,439.3938,0.4394,0.00127482,439.4884,0.2801,119.30880706332971,7.8158,159.871,12.644,1.4601,4.9332,0.2773,inf,inf,109.3182,0.9345,0.9454
NroMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,435.9118,0.4359,0.00100255,436.0139,0.2676,115.45808902334183,7.7984,162.6312,12.7527,1.4095,4.7809,0.2648,inf,inf,109.152,0.9276,0.9433
NroMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,252.5471,0.2525,0.00088692,252.6043,0.275,120.75911636114063,7.8467,161.1228,12.6934,1.4661,4.9078,0.2716,inf,inf,109.4096,0.9361,0.9491
NroMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,252.6754,0.2527,0.00059915,252.7348,0.2712,120.75483515819604,7.797,161.8017,12.7201,1.4394,4.7674,0.2686,inf,inf,109.2735,0.9327,0.9431
NroMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,251.9181,0.2519,0.00053024,251.974,0.2819,113.74454429526432,7.6917,159.1089,12.6138,1.4089,4.5696,0.2808,inf,inf,109.0343,0.9273,0.9303
