model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
"GRU-1HL-Gru1HL-run_0-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",382.1508,0.3822,0.43811035,382.6536,0.2757,125.310613874197,7.4147,160.4559,12.6671,1.3196,4.37,0.2747,inf,inf,108.4805,0.9136,0.8968
"GRU-1HL-Gru1HL-run_1-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",380.013,0.38,0.38096356,380.454,0.275,125.2890405847132,7.5229,160.4233,12.6658,1.3757,4.4713,0.2748,inf,inf,108.7988,0.9221,0.9099
"GRU-1HL-Gru1HL-run_2-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",381.1393,0.3811,0.35204196,381.5469,0.2748,124.93400934383273,7.8455,160.9152,12.6852,1.5239,5.0485,0.2726,inf,inf,109.5777,0.9403,0.949
"GRU-1HL-Gru1HL-run_3-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",376.4312,0.3764,0.3678627,376.8593,0.2747,123.53818718627095,8.3607,164.1608,12.8125,1.7364,6.0125,0.2579,inf,inf,110.962,0.9629,1.0113
"GRU-1HL-Gru1HL-run_4-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",383.2681,0.3833,0.36340189,383.692,0.2752,124.94772566959261,7.59,160.3431,12.6627,1.4028,4.5741,0.2752,inf,inf,108.9536,0.9261,0.918
"GRU-1HL-Gru1HL-run_5-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",384.7044,0.3847,0.35850906,385.1186,0.2754,126.24824119925498,7.1499,162.3613,12.7421,1.1969,3.9063,0.266,inf,inf,107.9994,0.8897,0.8648
"GRU-1HL-Gru1HL-run_6-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",384.9742,0.385,0.36662555,385.3943,0.2753,124.20381313979624,7.9481,161.2637,12.699,1.5649,5.2083,0.271,inf,inf,109.8527,0.9453,0.9614
"GRU-1HL-Gru1HL-run_7-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",380.5614,0.3806,0.3815155,381.0025,0.275,125.60928767636418,7.6458,160.4118,12.6654,1.4336,4.7035,0.2749,inf,inf,109.0959,0.9298,0.9248
"GRU-1HL-Gru1HL-run_8-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",475.2725,0.4753,0.5707829,475.9029,0.2752,123.21718796119093,8.2307,163.0833,12.7704,1.6793,5.729,0.2628,inf,inf,110.5943,0.9576,0.9955
"GRU-1HL-Gru1HL-run_9-hs_(20, True)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",498.555,0.4986,0.48684931,499.1013,0.2747,125.75584451436995,7.6026,160.4544,12.6671,1.4155,4.6199,0.2747,inf,inf,109.0064,0.9274,0.9196
