model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
FpaLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5553.0612,5.5531,0.04893947,5553.3634,0.2717,121.92065145999192,7.8288,161.5963,12.7121,1.4759,4.88,0.2695,inf,inf,109.4537,0.9366,0.9469
FpaLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5574.7823,5.5748,0.04093552,5575.254,0.2704,118.74143198013306,7.8041,162.0321,12.7292,1.4218,4.6741,0.2675,inf,inf,109.223,0.9307,0.9439
FpaLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5594.927,5.5949,0.0384419,5595.3549,0.2761,126.04986398547888,7.8669,160.8567,12.6829,1.5167,5.0488,0.2729,inf,inf,109.5965,0.9406,0.9515
FpaLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5546.911,5.5469,0.03866816,5547.346,0.2751,120.15489692345261,7.8368,161.0081,12.6889,1.4688,4.9255,0.2722,inf,inf,109.4188,0.9364,0.9479
FpaLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5499.1836,5.4992,0.0381391,5499.6241,0.2715,119.8523775358498,7.9858,162.4381,12.7451,1.552,5.1298,0.2657,inf,inf,109.9464,0.9449,0.9659
FpaLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5479.6336,5.4796,0.04258728,5480.0819,0.2753,121.89661958381532,7.8231,160.8878,12.6842,1.4898,4.8958,0.2727,inf,inf,109.4875,0.9378,0.9462
FpaLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5475.6284,5.4756,0.04420304,5476.0605,0.2653,116.27339105099439,8.0546,164.1866,12.8135,1.5457,4.9861,0.2578,inf,inf,109.9313,0.9452,0.9742
FpaLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5439.5576,5.4396,0.04483223,5440.112,0.2752,123.17535559386013,8.0505,161.9506,12.726,1.6045,5.365,0.2679,inf,inf,110.1028,0.9496,0.9737
FpaLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5444.7625,5.4448,0.03893089,5445.2864,0.2678,115.70745512664317,8.0741,164.1643,12.8127,1.5167,5.0673,0.2579,inf,inf,109.8538,0.9434,0.9766
FpaLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,5474.1492,5.4741,0.04289889,5475.1968,0.2751,126.06695278048514,7.8892,161.1095,12.6929,1.529,5.1338,0.2717,inf,inf,109.6843,0.9422,0.9542
