model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
WoaMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,98.4994,0.0985,0.02067208,98.7079,0.2671,121.38538382911327,7.8555,162.6987,12.7553,1.4624,4.7885,0.2645,inf,inf,109.4292,0.935,0.9502
WoaMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,104.2032,0.1042,0.00056601,104.3242,0.2702,129.28783771591318,7.9601,162.5455,12.7493,1.5438,5.2651,0.2652,inf,inf,109.9574,0.9451,0.9628
WoaMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,104.6263,0.1046,0.00053716,104.7049,0.241,139.14847007619326,8.1187,168.8218,12.9931,1.6432,5.6237,0.2368,inf,inf,110.631,0.9514,0.982
WoaMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,106.6135,0.1066,0.00058031,106.7154,0.2593,122.03655308178767,7.8892,164.5066,12.826,1.4601,4.9292,0.2564,inf,inf,109.4006,0.9337,0.9542
WoaMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,104.0839,0.1041,0.00063014,104.1453,0.2654,120.71311703295049,8.0981,163.9042,12.8025,1.6366,5.5525,0.2591,inf,inf,110.2992,0.9507,0.9795
WoaMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,106.3338,0.1063,0.00056648,106.4386,0.2762,119.99623050421027,7.86,160.912,12.6851,1.481,4.9678,0.2726,inf,inf,109.5039,0.9379,0.9507
WoaMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,105.2531,0.1053,0.00055933,105.3077,0.2546,135.26437208626263,7.9768,165.5947,12.8684,1.5654,5.2288,0.2514,inf,inf,110.1139,0.9453,0.9648
WoaMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,94.0188,0.094,0.00053096,94.0747,0.2761,124.1676232232366,7.8695,160.8245,12.6817,1.5226,5.034,0.273,inf,inf,109.6229,0.941,0.9519
WoaMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,94.7482,0.0947,0.00061488,94.8798,0.2791,119.94436126392154,7.8614,160.194,12.6568,1.5075,4.8576,0.2758,inf,inf,109.5551,0.9385,0.9509
WoaMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,86.9444,0.0869,0.00067019,87.0053,0.2782,121.24644204062753,7.8457,160.357,12.6632,1.4863,5.0028,0.2751,inf,inf,109.57,0.9389,0.949
