model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
NroLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,16756.3892,16.7564,0.03971958,16756.7668,0.2679,119.29981422036886,7.9335,163.011,12.7676,1.5001,4.9159,0.2631,inf,inf,109.6932,0.9403,0.9596
NroLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,16789.2118,16.7892,0.04116583,16789.6213,0.2705,118.20053886398672,7.8454,162.0702,12.7307,1.4622,4.7761,0.2674,inf,inf,109.4418,0.9351,0.9489
NroLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,16833.773,16.8338,0.04598093,16834.6918,0.2671,116.14735208943486,7.8386,162.8129,12.7598,1.4288,4.7207,0.264,inf,inf,109.3124,0.9314,0.9481
NroLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,12016.347,12.0163,0.01875114,12016.7405,0.2769,118.46514830052851,7.7696,160.4191,12.6657,1.4287,4.735,0.2748,inf,inf,109.1892,0.9311,0.9398
NroLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,8515.4147,8.5154,0.0186584,8515.5521,0.2715,118.32986942023038,7.8652,162.0047,12.7281,1.462,4.8134,0.2677,inf,inf,109.4248,0.9357,0.9513
NroLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,8485.0414,8.485,0.01893234,8485.1752,0.2684,117.44598324179648,7.8396,162.5344,12.7489,1.4385,4.7575,0.2653,inf,inf,109.3238,0.9328,0.9482
NroLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,8470.4874,8.4705,0.01864147,8470.6239,0.2737,118.67329516142607,7.8415,161.3553,12.7026,1.4709,4.8123,0.2706,inf,inf,109.4518,0.9365,0.9485
NroLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,8491.5651,8.4916,0.01886153,8491.7014,0.2762,119.67345874175429,7.8157,160.7589,12.6791,1.4559,4.8078,0.2733,inf,inf,109.3544,0.9349,0.9453
NroLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,8484.2066,8.4842,0.01889205,8484.3405,0.269,117.8214029598236,7.8351,162.3442,12.7414,1.4489,4.7305,0.2661,inf,inf,109.3888,0.9339,0.9477
NroLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,8462.0278,8.462,0.01847482,8462.1621,0.2765,117.0054109764099,7.8718,160.935,12.686,1.4763,4.8607,0.2725,inf,inf,109.4902,0.9375,0.9521
