model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
FpaMlp-run_0-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,102.2052,0.1022,0.00050354,102.3994,0.2768,122.17179497468149,7.8907,160.9748,12.6876,1.5004,5.0392,0.2723,inf,inf,109.6788,0.9408,0.9544
FpaMlp-run_1-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,101.8901,0.1019,0.00067878,101.9535,0.2705,123.86411572081576,7.9231,162.2517,12.7378,1.5132,5.0429,0.2665,inf,inf,109.6477,0.9405,0.9583
FpaMlp-run_2-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,100.5743,0.1006,0.00055146,100.6705,0.2739,124.25690814423312,7.9222,161.5618,12.7107,1.5164,5.1051,0.2697,inf,inf,109.7458,0.942,0.9582
FpaMlp-run_3-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,98.611,0.0986,0.00060797,98.6679,0.2823,121.22096681299607,7.8333,159.3774,12.6245,1.5117,5.0489,0.2795,inf,inf,109.5287,0.9394,0.9475
FpaMlp-run_4-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,103.4873,0.1035,0.00058866,103.5406,0.2787,121.95242132156189,7.7353,160.0656,12.6517,1.4581,4.8476,0.2764,inf,inf,109.1914,0.9324,0.9356
FpaMlp-run_5-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,101.2918,0.1013,0.00064278,101.4035,0.259,115.76137628154277,7.8784,164.6857,12.833,1.4647,4.6098,0.2555,inf,inf,109.541,0.9336,0.9529
FpaMlp-run_6-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,102.7255,0.1027,0.00064611,102.782,0.264,122.41048243697331,7.8513,163.075,12.7701,1.4964,4.7898,0.2628,inf,inf,109.5956,0.9357,0.9496
FpaMlp-run_7-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,87.9828,0.088,0.00060844,88.0454,0.2777,124.31368269863006,7.9056,160.5525,12.6709,1.5501,5.2047,0.2742,inf,inf,109.7887,0.9438,0.9562
FpaMlp-run_8-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,87.724,0.0877,0.00073814,87.7787,0.2672,120.8163585908279,7.8152,162.6452,12.7532,1.4424,4.8872,0.2648,inf,inf,109.2643,0.9327,0.9453
FpaMlp-run_9-hs_7True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,86.8938,0.0869,0.0008409,86.9651,0.2758,123.1179818884907,8.2221,163.268,12.7776,1.653,5.6274,0.2619,inf,inf,110.551,0.9568,0.9945
