model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
WoaLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3006.0631,3.0061,0.01919651,3006.2715,0.2604,116.89456430137156,7.9663,164.6083,12.83,1.5154,4.8135,0.2559,inf,inf,109.8082,0.9398,0.9636
WoaLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3007.9221,3.0079,0.01902866,3008.0647,0.2624,130.3730541485548,8.0907,164.172,12.813,1.6651,5.9256,0.2579,inf,inf,110.4247,0.9524,0.9786
WoaLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3020.213,3.0202,0.01904392,3020.3513,0.268,119.76027354061603,7.8954,162.7581,12.7577,1.4809,4.786,0.2643,inf,inf,109.5892,0.9375,0.955
WoaLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3025.0657,3.0251,0.01829863,3025.2066,0.2752,117.26109590500593,7.856,161.0945,12.6923,1.4759,4.7858,0.2718,inf,inf,109.5006,0.9366,0.9502
WoaLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3060.8167,3.0608,0.01905465,3060.952,0.2782,123.93983856856822,7.8369,160.3375,12.6624,1.4913,5.0114,0.2752,inf,inf,109.567,0.9391,0.9479
WoaLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3019.6404,3.0196,0.01839805,3019.7829,0.2699,118.27777811467647,7.9057,162.3143,12.7403,1.5127,4.9428,0.2663,inf,inf,109.6564,0.9398,0.9562
WoaLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3033.4144,3.0334,0.01890421,3033.552,0.2728,117.49320994243024,7.8487,161.6221,12.7131,1.4559,4.8019,0.2694,inf,inf,109.4063,0.9348,0.9493
WoaLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3022.0093,3.022,0.01940989,3022.1478,0.2744,118.26996563196181,7.8664,161.2807,12.6996,1.4913,4.9334,0.2709,inf,inf,109.5345,0.9385,0.9515
WoaLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3023.5806,3.0236,0.0185504,3023.7205,0.2798,118.99696324706076,7.836,160.0254,12.6501,1.4832,4.8972,0.2766,inf,inf,109.447,0.9371,0.9478
WoaLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3017.4355,3.0174,0.01877689,3017.5736,0.2766,125.27671934515237,7.8849,160.7311,12.678,1.5342,5.1035,0.2734,inf,inf,109.6975,0.9423,0.9537
