model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"GRU-1HL-Gru1HL-run_0-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",30.1385,0.0301,0.33991408,30.4852,0.1528,0.0042,0.0839,0.053,0.0056,0.0745,inf,75.901,0.1528,0.8237,0.0839,5.6441,62.8737,7.9293,inf,75.901
"GRU-1HL-Gru1HL-run_1-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",29.0683,0.0291,0.3511889,29.431,0.1533,0.0043,0.0684,0.0546,0.0056,0.0751,inf,77.2808,0.1533,0.8614,0.0684,5.8142,63.9347,7.9959,inf,77.2808
"GRU-1HL-Gru1HL-run_2-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",27.0891,0.0271,0.3167479,27.4126,0.1544,0.0043,0.0727,0.0543,0.0056,0.075,inf,77.0063,0.1544,0.8528,0.0727,5.7795,63.6426,7.9776,inf,77.0063
"GRU-1HL-Gru1HL-run_3-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",29.5787,0.0296,0.34711194,29.9327,0.1494,0.0044,0.0547,0.0557,0.0057,0.0757,inf,78.1472,0.1494,0.8866,0.0547,5.9326,64.8749,8.0545,inf,78.1472
"GRU-1HL-Gru1HL-run_4-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",28.1945,0.0282,0.32875085,28.5298,0.1593,0.0042,0.0835,0.0537,0.0056,0.0745,inf,76.5435,0.1593,0.8439,0.0835,5.7176,62.8984,7.9308,inf,76.5435
"GRU-1HL-Gru1HL-run_5-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",27.2493,0.0272,0.33907986,27.5946,0.1422,0.0044,0.0439,0.0562,0.0058,0.0761,inf,78.4971,0.1422,0.8946,0.0439,5.9825,65.6191,8.1006,inf,78.4971
"GRU-1HL-Gru1HL-run_6-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",28.4522,0.0285,0.3279953,28.7867,0.148,0.0042,0.0762,0.0534,0.0056,0.0748,inf,76.1802,0.148,0.8281,0.0762,5.6857,63.4014,7.9625,inf,76.1802
"GRU-1HL-Gru1HL-run_7-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",27.8112,0.0278,0.34711361,28.1645,0.1538,0.0043,0.0738,0.0541,0.0056,0.0749,inf,76.8302,0.1538,0.8493,0.0738,5.7551,63.564,7.9727,inf,76.8302
"GRU-1HL-Gru1HL-run_8-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",47.0595,0.0471,0.49814725,47.5694,0.1512,0.0042,0.0765,0.0537,0.0056,0.0748,inf,76.5233,0.1512,0.8407,0.0765,5.7144,63.3786,7.9611,inf,76.5233
"GRU-1HL-Gru1HL-run_9-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",47.9241,0.0479,0.50432682,48.4408,0.148,0.0043,0.0628,0.0547,0.0057,0.0754,inf,77.3215,0.148,0.8613,0.0628,5.8204,64.3184,8.0199,inf,77.3215
