model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",85.5826,0.0856,0.00067925,85.6478,0.1483,0.0649,0.1323,0.4022,0.382,0.6181,199.9446,145.7076,0.1483,0.6129,0.1323,9.0139,191.8893,13.8524,153.0211,66.1953
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",86.02,0.086,0.00056577,86.0941,0.1374,0.0673,0.1316,0.385,0.3824,0.6184,261.9114,120.777,0.1374,0.6169,0.1316,8.628,192.0523,13.8583,160.8675,64.7017
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",86.3425,0.0863,0.00059342,86.4155,0.1524,0.0657,0.1472,0.3811,0.3755,0.6128,242.0427,122.8713,0.1524,0.6028,0.1472,8.5418,188.6073,13.7334,159.0975,63.5374
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",85.8691,0.0859,0.00071406,85.9414,0.1431,0.0665,0.1386,0.3828,0.3793,0.6159,236.8732,124.0344,0.1431,0.6357,0.1386,8.578,190.501,13.8022,162.1596,63.79
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",85.6693,0.0857,0.0005424,85.7414,0.1562,0.0649,0.1514,0.3807,0.3736,0.6113,203.0174,128.7247,0.1562,0.6138,0.1514,8.5311,187.6614,13.699,159.2705,62.4279
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",85.4416,0.0854,0.00053716,85.5167,0.1276,0.068,0.1224,0.3835,0.3864,0.6216,222.6905,119.6809,0.1276,0.6278,0.1224,8.5941,194.0878,13.9315,159.2838,64.4733
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",86.1381,0.0861,0.00068569,86.2095,0.1271,0.0675,0.1211,0.3897,0.387,0.6221,176.2033,134.1387,0.1271,0.6394,0.1211,8.7338,194.3623,13.9414,153.7592,63.4009
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",86.2167,0.0862,0.00054789,86.2922,0.1304,0.0674,0.1168,0.3954,0.3889,0.6236,191.6927,134.2821,0.1304,0.6583,0.1168,8.862,195.3131,13.9754,151.4871,65.3873
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",84.2374,0.0842,0.00062323,84.3065,0.1518,0.0654,0.146,0.3836,0.376,0.6132,201.1532,129.3163,0.1518,0.6166,0.146,8.5975,188.8739,13.7431,157.4098,63.4217
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",86.8447,0.0868,0.00054646,86.9135,0.1518,0.0651,0.1433,0.389,0.3772,0.6142,181.9247,135.3764,0.1518,0.6121,0.1433,8.7173,189.467,13.7647,155.3192,64.3598
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",86.3777,0.0864,0.00057292,86.4471,0.122,0.069,0.1167,0.3858,0.3889,0.6236,232.0688,122.6047,0.122,0.6541,0.1167,8.6463,195.3351,13.9762,157.8199,65.1483
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",86.6322,0.0866,0.00053763,86.7029,0.1483,0.065,0.1405,0.3922,0.3784,0.6152,216.0983,137.5964,0.1483,0.6055,0.1405,8.7894,190.0752,13.7868,167.2254,64.4038
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",85.2495,0.0852,0.00056005,85.3197,0.1438,0.0658,0.1363,0.3884,0.3803,0.6167,222.9781,130.1973,0.1438,0.6185,0.1363,8.7041,190.9999,13.8203,160.8957,64.795
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",85.8812,0.0859,0.00068831,85.9557,0.1342,0.0672,0.1301,0.384,0.383,0.6189,262.1679,122.7409,0.1342,0.6348,0.1301,8.6065,192.3902,13.8705,162.6297,63.7863
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",84.9886,0.085,0.00047922,85.0573,0.1687,0.0638,0.1658,0.3742,0.3673,0.6061,247.6647,121.112,0.1687,0.5994,0.1658,8.3859,184.4913,13.5828,161.4116,62.6467
