model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5190.2446,5.1902,0.01794004,5190.5174,0.1628,0.0667,0.1503,0.3906,0.3741,0.6117,171.1768,133.0471,0.1628,0.638,0.1503,8.7531,187.9064,13.7079,149.5015,64.728
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5252.1626,5.2522,0.02633405,5252.4449,0.1883,0.0649,0.1825,0.3751,0.36,0.6,224.1555,125.2995,0.1883,0.6193,0.1825,8.406,180.7908,13.4458,156.1293,60.8716
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5298.1692,5.2982,0.02444935,5298.489,0.1941,0.0637,0.192,0.3671,0.3558,0.5965,232.8966,123.8395,0.1941,0.6223,0.192,8.2269,178.69,13.3675,170.4643,60.0377
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5317.5513,5.3176,0.01719642,5317.8974,0.1606,0.0667,0.1515,0.3887,0.3736,0.6112,211.6178,130.365,0.1606,0.6433,0.1515,8.7117,187.6507,13.6986,163.6044,63.3922
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5343.4125,5.3434,0.01861405,5343.7988,0.1557,0.0675,0.1481,0.3832,0.3751,0.6124,214.6751,126.1675,0.1557,0.6543,0.1481,8.5871,188.3936,13.7257,161.7638,62.532
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5401.2747,5.4013,0.01736021,5401.7074,0.1506,0.0683,0.1418,0.3832,0.3779,0.6147,195.2924,129.4816,0.1506,0.672,0.1418,8.5878,189.7984,13.7767,159.4049,62.306
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5437.0173,5.437,0.01862907,5437.4851,0.0996,0.0717,0.0873,0.3983,0.4019,0.6339,179.6498,132.4298,0.0996,0.6959,0.0873,8.9274,201.8428,14.2071,158.342,64.6671
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5439.9781,5.44,0.01776123,5440.4863,0.1683,0.0643,0.1577,0.3854,0.3709,0.609,168.0284,139.2005,0.1683,0.6054,0.1577,8.6376,186.28,13.6484,156.7754,62.9711
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5458.7742,5.4588,0.01716852,5459.3292,0.1618,0.0665,0.146,0.3954,0.376,0.6132,195.3657,136.5328,0.1618,0.6333,0.146,8.8623,188.8719,13.7431,152.3761,64.0412
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5510.7947,5.5108,0.01642537,5511.4672,0.1365,0.0688,0.133,0.3815,0.3818,0.6179,196.4072,125.68,0.1365,0.672,0.133,8.551,191.7451,13.8472,167.171,61.2538
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5773.451,5.7735,0.01898789,5774.0961,0.1468,0.069,0.1379,0.3825,0.3796,0.6161,173.1711,128.706,0.1468,0.6702,0.1379,8.5714,190.6512,13.8076,158.0976,61.0042
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",6527.7894,6.5278,0.02680421,6528.523,0.1787,0.0651,0.1781,0.3644,0.3619,0.6016,179.9969,118.9384,0.1787,0.6372,0.1781,8.166,181.7616,13.4819,166.1585,58.6946
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",6551.7826,6.5518,0.02024198,6552.5455,0.1472,0.0682,0.1371,0.3891,0.3799,0.6164,202.6519,127.1609,0.1472,0.6516,0.1371,8.7196,190.8261,13.814,161.6262,63.1875
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",6572.6949,6.5727,0.02168775,6573.5083,0.1492,0.0667,0.1445,0.3769,0.3767,0.6137,227.7168,122.3525,0.1492,0.6346,0.1445,8.4458,189.1866,13.7545,165.2983,61.1747
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",5460.2535,5.4603,0.01068473,5461.1115,0.1443,0.067,0.14,0.3838,0.3787,0.6154,197.7864,124.7957,0.1443,0.6379,0.14,8.6005,190.1963,13.7912,157.5679,61.8046
