model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",50.0408,0.0334,0.0603683,50.1209,0.0686,0.072,0.0656,0.3822,0.4114,0.6414,193.8921,126.0154,0.0686,0.6905,0.0656,8.5665,206.6385,14.3749,159.0458,61.5788
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",50.8221,0.0339,0.10977817,50.9506,0.0671,0.0712,0.0638,0.3825,0.4122,0.642,196.6426,125.7781,0.0671,0.6856,0.0638,8.5725,207.0321,14.3886,154.6235,61.4529
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",51.2286,0.0342,0.16482854,51.4132,0.0962,0.0719,0.0933,0.384,0.3993,0.6319,196.645,127.7169,0.0962,0.7128,0.0933,8.6049,200.5298,14.1609,157.7069,62.6122
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",51.2888,0.0342,0.2288661,51.5375,0.0994,0.0706,0.0962,0.3862,0.3979,0.6308,182.6485,129.5644,0.0994,0.7286,0.0962,8.6563,199.8755,14.1377,153.6205,62.2817
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",57.4678,0.0383,0.33509636,57.8227,0.0749,0.073,0.0694,0.388,0.4098,0.6401,198.5044,129.0441,0.0749,0.697,0.0694,8.6947,205.8149,14.3462,160.3591,61.4802
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",59.0476,0.0394,0.41594625,59.4859,-0.0184,0.0726,-0.0238,0.3934,0.4508,0.6714,195.3857,129.6861,-0.0184,0.6789,-0.0238,8.8164,226.4116,15.047,151.4859,62.7148
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",70.3302,0.0469,0.49432421,70.8475,0.05,0.0741,0.0487,0.3835,0.4189,0.6472,209.3213,125.096,0.05,0.704,0.0487,8.5954,210.3864,14.5047,161.3396,60.8642
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",71.1527,0.0474,0.63184834,71.8105,0.0911,0.0718,0.0871,0.3835,0.402,0.634,192.9954,127.5287,0.0911,0.687,0.0871,8.5956,201.8973,14.2091,159.2862,61.4836
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",71.3928,0.0476,0.71590137,72.1355,0.0649,0.0717,0.0598,0.3879,0.414,0.6434,195.1233,129.8412,0.0649,0.6913,0.0598,8.6934,207.9284,14.4197,160.4744,62.1586
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",72.2075,0.0481,0.79722762,73.0313,0.0745,0.0731,0.0707,0.387,0.4092,0.6397,211.9924,126.9751,0.0745,0.6864,0.0707,8.6727,205.5126,14.3357,155.4911,62.4489
