1.742571428999999839e+01,8.510717118375344725e+00,1.637359392381357859e-01,7.996861636638641357e-02
5.038571429000000101e+00,1.359462998496046282e+01,4.734355284472824277e-02,1.277382075786590576e-01
3.202857143000000129e+00,8.545824242976891583e+00,3.009476764207163341e-02,8.029849082231521606e-02
2.665714286000000044e+00,1.101086376135756240e+01,2.504765228528985435e-02,1.034605577588081360e-01
1.028571429000000093e+00,6.745299356867880292e+00,9.664688987668840214e-03,6.338035315275192261e-02
1.043285713999999942e+01,6.167001954910738881e+00,9.802947726139903117e-02,5.794654041528701782e-02
7.830000000000000071e+00,9.698085666067965960e+00,7.357244488797384796e-02,9.112539887428283691e-02
2.951428571000000112e+00,9.961059636767664927e+00,2.773228810736767802e-02,9.359636157751083374e-02
2.129999999999999893e+00,8.594442159133169667e+00,2.001396010362506764e-02,8.075531572103500366e-02
2.072857143000000235e+00,7.830354919931203916e+00,1.947703293920950707e-02,7.357577979564666748e-02
4.814285710000000273e-01,7.487904445427155053e+00,4.523611367483206490e-03,7.035803794860839844e-02
3.512857143000000626e+00,6.655907221372002525e+00,3.300759751630814864e-02,6.254040449857711792e-02
1.925714285999999609e+00,7.589405466293788649e+00,1.809444548872527272e-02,7.131176441907882690e-02
4.292857142999999986e+00,8.725111233720138415e+00,4.033665332890323807e-02,8.198311179876327515e-02
5.587142857000000795e+00,7.960647351171235009e+00,5.249805363063465152e-02,7.480003684759140015e-02
5.415714286000000044e+00,8.920463054377048451e+00,5.088727213738795246e-02,8.381868153810501099e-02
2.717142856999999800e+00,8.700674613370720678e+00,2.553088673044499185e-02,8.175349980592727661e-02
3.014285713999999672e+00,7.665200380498478516e+00,2.832290799104366166e-02,7.202395051717758179e-02
5.817142857000000333e+00,7.592751645081333045e+00,5.465918547281012341e-02,7.134320586919784546e-02
8.782857142999999311e+00,9.971841151690471250e+00,8.252570537832884523e-02,9.369766712188720703e-02
3.859999999999999876e+00,9.998674809593145696e+00,3.626943004694496014e-02,9.394980221986770630e-02
4.144285713999999565e+00,8.222207521686527798e+00,3.894064269390578453e-02,7.725771516561508179e-02
7.454285714000000063e+00,8.535934778086309294e+00,7.004214877043113407e-02,8.020556718111038208e-02
3.898571428999999977e+00,8.471391588288078367e+00,3.663185588785848601e-02,7.959910482168197632e-02
4.497142857000000049e+00,7.280082954719790500e+00,4.225616794380303298e-02,6.840530037879943848e-02
3.997142856999999605e+00,7.785221945900816287e+00,3.755805524342156060e-02,7.315170019865036011e-02
1.108571429000000030e+01,7.555878657882662885e+00,1.041638701972987385e-01,7.099673897027969360e-02
1.395857142999999922e+01,1.119875883667843652e+01,1.311578834289299222e-01,1.052260622382164001e-01
3.322857143000000235e+00,1.168521790371799973e+01,3.122231469016318803e-02,1.097969412803649902e-01
1.822857143000000235e+00,9.515989312423233315e+00,1.712797658901877088e-02,8.941438049077987671e-02
6.148571428999999533e+00,7.477817540129441554e+00,5.777336303957510827e-02,7.026325911283493042e-02
