model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.6857,0.0027,0.01299787,2.7017,0.1683,0.0042,0.0857,0.0534,0.0055,0.0744,inf,75.9097,0.1683,0.8082,0.0857,5.6795,62.7492,7.9214,inf,75.9097
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.6711,0.0027,0.01296592,2.686,0.1509,0.0042,0.0766,0.0532,0.0056,0.0748,inf,75.7748,0.1509,0.8007,0.0766,5.662,63.3747,7.9608,inf,75.7748
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.7222,0.0027,0.01396251,2.7388,0.1497,0.0042,0.0822,0.0525,0.0056,0.0746,inf,75.0447,0.1497,0.775,0.0822,5.5925,62.9875,7.9365,inf,75.0447
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.725,0.0027,0.01296592,2.7409,0.167,0.0042,0.0936,0.0528,0.0055,0.0741,inf,75.5029,0.167,0.7982,0.0936,5.6219,62.205,7.887,inf,75.5029
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.723,0.0027,0.01396275,2.739,0.1569,0.0042,0.0826,0.0527,0.0056,0.0746,inf,75.0724,0.1569,0.788,0.0826,5.6129,62.9601,7.9347,inf,75.0724
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.637,0.0026,0.01396346,2.6529,0.1408,0.0042,0.0737,0.0525,0.0056,0.0749,inf,74.8263,0.1408,0.7642,0.0737,5.5881,63.5706,7.9731,inf,74.8263
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.5457,0.0025,0.01296544,2.5617,0.1781,0.0041,0.107,0.0524,0.0054,0.0736,inf,75.339,0.1781,0.796,0.107,5.5737,61.2878,7.8287,inf,75.339
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.622,0.0026,0.01396275,2.638,0.1724,0.0042,0.091,0.0535,0.0055,0.0742,inf,76.2169,0.1724,0.8271,0.091,5.6936,62.3831,7.8983,inf,76.2169
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.6558,0.0027,0.01299858,2.6718,0.1703,0.0042,0.0928,0.0531,0.0055,0.0741,inf,75.9287,0.1703,0.8105,0.0928,5.6534,62.26,7.8905,inf,75.9287
"MLNN-1H-hs_(15, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",2.7289,0.0027,0.01296401,2.7439,0.1725,0.0042,0.0928,0.0532,0.0055,0.0741,inf,75.921,0.1725,0.82,0.0928,5.6649,62.2578,7.8904,inf,75.921
