model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",3.1154,0.0031,0.00945568,3.1342,0.2182,0.004,0.1381,0.0515,0.0052,0.072,inf,75.1786,0.2182,0.8044,0.1381,5.4858,58.728,7.6634,inf,75.1786
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",4.5968,0.0046,0.02105308,4.6204,0.2133,0.0041,0.1086,0.0538,0.0054,0.0732,inf,76.952,0.2133,0.8736,0.1086,5.7295,60.7401,7.7936,inf,76.952
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",5.2447,0.0052,0.03624368,5.2837,0.2046,0.0042,0.0938,0.0543,0.0055,0.0738,inf,77.1381,0.2046,0.8815,0.0938,5.7739,61.7435,7.8577,inf,77.1381
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",5.3311,0.0053,0.04820299,5.3823,0.2149,0.004,0.133,0.0515,0.0052,0.0722,inf,74.9202,0.2149,0.811,0.133,5.484,59.0732,7.6859,inf,74.9202
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",6.1275,0.0061,0.11539364,6.2462,0.2122,0.0041,0.1185,0.0532,0.0053,0.0728,inf,76.438,0.2122,0.8589,0.1185,5.6568,60.0655,7.7502,inf,76.438
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",6.4774,0.0065,0.0901494,6.5713,0.2133,0.004,0.1213,0.0527,0.0053,0.0727,inf,76.0972,0.2133,0.8474,0.1213,5.6137,59.8716,7.7377,inf,76.0972
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",6.6456,0.0066,0.10727429,6.7575,0.2128,0.0041,0.1116,0.0535,0.0053,0.0731,inf,76.6472,0.2128,0.8624,0.1116,5.6907,60.5304,7.7801,inf,76.6472
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",6.8742,0.0069,0.12340999,7.0009,0.2148,0.004,0.1296,0.0518,0.0052,0.0724,inf,75.2558,0.2148,0.8152,0.1296,5.513,59.3084,7.7012,inf,75.2558
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",6.9228,0.0069,0.14080215,7.067,0.2028,0.0041,0.1022,0.0536,0.0054,0.0735,inf,76.6479,0.2028,0.8604,0.1022,5.7076,61.1763,7.8215,inf,76.6479
"MLNN-1H-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",7.045,0.007,0.15429759,7.2027,0.2068,0.0041,0.1091,0.0531,0.0054,0.0732,inf,76.1177,0.2068,0.8497,0.1091,5.647,60.7025,7.7912,inf,76.1177
