model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",36.1044,0.0361,0.10511994,36.2129,0.091,0.0047,-0.0233,0.058,0.0062,0.0785,inf,79.848,0.091,0.9399,-0.0233,6.1777,69.7223,8.35,inf,79.848
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",32.7302,0.0327,0.1809895,32.9144,0.0836,0.0048,-0.0378,0.0588,0.0062,0.079,inf,80.3459,0.0836,0.959,-0.0378,6.2547,70.7137,8.4091,inf,80.3459
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",32.9585,0.033,0.26487231,33.2266,0.0706,0.0048,-0.039,0.058,0.0063,0.0791,inf,79.6486,0.0706,0.9358,-0.039,6.1737,70.7952,8.414,inf,79.6486
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",33.1302,0.0331,0.33949709,33.4731,0.0796,0.0047,-0.026,0.0575,0.0062,0.0786,inf,79.3141,0.0796,0.9211,-0.026,6.1177,69.9096,8.3612,inf,79.3141
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",33.4234,0.0334,0.42294192,33.8496,0.0731,0.0049,-0.0552,0.0597,0.0063,0.0797,inf,81.0583,0.0731,0.9781,-0.0552,6.3519,71.8959,8.4791,inf,81.0583
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",33.6646,0.0337,0.51847029,34.1863,0.0732,0.0049,-0.063,0.0603,0.0064,0.08,inf,81.5368,0.0732,0.9927,-0.063,6.4171,72.43,8.5106,inf,81.5368
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",34.2608,0.0343,0.60093617,34.8647,0.0763,0.0047,-0.0293,0.0576,0.0062,0.0787,inf,79.3713,0.0763,0.9258,-0.0293,6.1294,70.1346,8.3746,inf,79.3713
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",34.4961,0.0345,0.67424607,35.1743,0.0949,0.0046,-0.0069,0.0569,0.0061,0.0778,inf,78.9728,0.0949,0.9141,-0.0069,6.0576,68.6068,8.2829,inf,78.9728
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",30.4318,0.0304,0.72169733,31.1567,0.0894,0.0047,-0.0248,0.058,0.0062,0.0785,inf,79.7568,0.0894,0.9379,-0.0248,6.1709,69.8236,8.356,inf,79.7568
"LSTM-1HL-hs_(15, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",31.0022,0.031,0.81547713,31.8205,0.0874,0.0047,-0.0284,0.0583,0.0062,0.0787,inf,79.991,0.0874,0.9462,-0.0284,6.201,70.0719,8.3709,inf,79.991
