model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",41.5277,0.0415,0.00038695,41.5424,0.0331,0.0049,-0.0809,0.059,0.0065,0.0806,inf,80.0889,0.0331,0.9491,-0.0809,6.274,73.6484,8.5819,inf,80.0889
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",42.2318,0.0422,0.000278,42.2439,0.0217,0.0048,-0.0644,0.0571,0.0064,0.08,inf,78.6089,0.0217,0.9006,-0.0644,6.0752,72.5219,8.516,inf,78.6089
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",42.1263,0.0421,0.0002811,42.1379,0.05,0.0046,-0.0097,0.0549,0.0061,0.0779,inf,77.1319,0.05,0.863,-0.0097,5.8463,68.798,8.2945,inf,77.1319
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",43.227,0.0432,0.00035954,43.2357,0.0216,0.0048,-0.0652,0.0571,0.0064,0.08,inf,78.6458,0.0216,0.9017,-0.0652,6.0805,72.577,8.5192,inf,78.6458
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",42.9314,0.0429,0.00034904,42.9401,0.0216,0.0048,-0.0651,0.0571,0.0064,0.08,inf,78.6435,0.0216,0.9016,-0.0651,6.0802,72.5736,8.519,inf,78.6435
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",41.2425,0.0412,0.00030899,41.251,0.0216,0.0048,-0.0649,0.0571,0.0064,0.08,inf,78.6347,0.0216,0.9014,-0.0649,6.0789,72.5605,8.5182,inf,78.6347
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",40.9435,0.0409,0.00034165,40.9522,0.0216,0.0048,-0.0645,0.0571,0.0064,0.08,inf,78.6156,0.0216,0.9008,-0.0645,6.0761,72.5319,8.5166,inf,78.6156
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",44.0548,0.0441,0.00025964,44.0636,0.0445,0.0049,-0.0707,0.0589,0.0064,0.0803,inf,80.0136,0.0445,0.9475,-0.0707,6.2642,72.9551,8.5414,inf,80.0136
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",43.4595,0.0435,0.00027418,43.4684,0.0389,0.0053,-0.1435,0.0631,0.0069,0.0829,inf,83.0527,0.0389,1.0293,-0.1435,6.7183,77.9114,8.8267,inf,83.0527
"ASO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-al_50-bt_0.2",38.0117,0.038,0.00026846,38.0205,0.0216,0.0048,-0.0649,0.0571,0.0064,0.08,inf,78.6351,0.0216,0.9014,-0.0649,6.079,72.5611,8.5183,inf,78.6351
