model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1503.3415,1.5033,0.01143384,1503.641,0.2031,0.0042,0.0948,0.0547,0.0054,0.0738,inf,77.9322,0.2031,0.8848,0.0948,5.8239,61.6802,7.8537,inf,77.9322
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1496.0922,1.4961,0.00990939,1496.3213,0.2021,0.0043,0.078,0.0555,0.0055,0.0745,inf,78.5421,0.2021,0.87,0.078,5.9018,62.8246,7.9262,inf,78.5421
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1538.6573,1.5387,0.01036191,1538.9851,0.2145,0.0041,0.1078,0.0531,0.0054,0.0733,inf,76.3683,0.2145,0.8522,0.1078,5.6513,60.7886,7.7967,inf,76.3683
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1533.6028,1.5336,0.00639296,1534.0402,0.2014,0.0043,0.0802,0.0556,0.0055,0.0744,inf,78.6309,0.2014,0.8951,0.0802,5.9153,62.6725,7.9166,inf,78.6309
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1508.7645,1.5088,0.00712872,1509.1004,0.233,0.0045,0.0365,0.0593,0.0058,0.0761,inf,81.4497,0.233,0.9654,0.0365,6.3105,65.6504,8.1025,inf,81.4497
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1548.7949,1.5488,0.00717711,1549.0338,0.1617,0.0044,0.0495,0.0559,0.0057,0.0756,inf,78.5495,0.1617,0.8984,0.0495,5.9461,64.7657,8.0477,inf,78.5495
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1510.4075,1.5104,0.0100708,1510.6476,0.2149,0.0051,-0.067,0.0641,0.0064,0.0801,inf,84.397,0.2149,1.0701,-0.067,6.8169,72.7047,8.5267,inf,84.397
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1498.0475,1.498,0.01273012,1498.4068,0.208,0.0038,0.1593,0.0496,0.0051,0.0711,inf,73.536,0.208,0.7785,0.1593,5.2745,57.2803,7.5684,inf,73.536
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1400.0729,1.4001,0.00724936,1400.3745,0.237,0.0035,0.2182,0.0457,0.0047,0.0686,inf,70.4125,0.237,0.6685,0.2182,4.8623,53.2699,7.2986,inf,70.4125
"HGSO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-nc_2",1254.5627,1.2546,0.00788307,1254.7342,0.1799,0.0044,0.0409,0.0573,0.0058,0.076,inf,79.72,0.1799,0.9225,0.0409,6.0964,65.35,8.0839,inf,79.72
