model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",5246.2134,5.2462,0.00996995,5246.5703,0.2253,0.004,0.1287,0.0529,0.0052,0.0724,inf,76.3783,0.2253,0.8452,0.1287,5.6305,59.3675,7.705,inf,76.3783
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",5173.4705,5.1735,0.00979066,5173.7191,0.2125,0.0039,0.1516,0.0503,0.0051,0.0714,inf,74.2484,0.2125,0.7679,0.1516,5.3551,57.8096,7.6033,inf,74.2484
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",5228.4564,5.2285,0.00722003,5228.8542,0.2216,0.0039,0.142,0.0518,0.0052,0.0718,inf,75.49,0.2216,0.8125,0.142,5.5106,58.4612,7.646,inf,75.49
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",4309.1071,4.3091,0.00731826,4309.3331,0.2299,0.0039,0.16,0.0509,0.0051,0.0711,inf,74.8381,0.2299,0.7829,0.16,5.4167,57.2341,7.5653,inf,74.8381
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",4412.9559,4.413,0.00526643,4413.1827,0.2158,0.0039,0.1443,0.0511,0.0051,0.0717,inf,74.8772,0.2158,0.7917,0.1443,5.4369,58.307,7.6359,inf,74.8772
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",4286.6667,4.2867,0.00639892,4286.8788,0.2003,0.004,0.1309,0.0509,0.0052,0.0723,inf,74.5505,0.2003,0.7773,0.1309,5.4182,59.2167,7.6952,inf,74.5505
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",4258.7808,4.2588,0.00838947,4259.0799,0.2275,0.0039,0.1507,0.0508,0.0051,0.0715,inf,74.5818,0.2275,0.7955,0.1507,5.4019,57.8656,7.6069,inf,74.5818
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",4401.8153,4.4018,0.00794697,4401.9737,0.2165,0.004,0.1315,0.0518,0.0052,0.0723,inf,75.4168,0.2165,0.8156,0.1315,5.5178,59.1798,7.6928,inf,75.4168
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",4345.0523,4.3451,0.00764704,4345.2858,0.2243,0.004,0.125,0.0527,0.0053,0.0726,inf,76.0906,0.2243,0.8382,0.125,5.6089,59.6168,7.7212,inf,76.0906
"NRO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",4275.9074,4.2759,0.00618458,4276.1762,0.2226,0.004,0.1312,0.0525,0.0052,0.0723,inf,76.036,0.2226,0.8307,0.1312,5.5875,59.1946,7.6938,inf,76.036
