model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",69.6997,0.0697,0.00050688,69.7549,0.2275,0.0018,0.2255,0.0294,0.0023,0.0482,inf,110.1999,0.2275,1.5181,0.2255,7.9725,171.3326,13.0894,inf,110.1999
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",70.4627,0.0705,0.00046182,70.5222,0.243,0.0018,0.2304,0.0311,0.0023,0.0481,inf,111.2659,0.243,1.7862,0.2304,8.4457,170.2577,13.0483,inf,111.2659
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",70.9652,0.071,0.00054121,71.0412,0.2553,0.0017,0.2523,0.0291,0.0022,0.0474,inf,109.799,0.2553,1.4731,0.2523,7.9015,165.4051,12.861,inf,109.799
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",72.4359,0.0724,0.00049043,72.4946,0.2582,0.0017,0.2539,0.0297,0.0022,0.0473,inf,110.4,0.2582,1.6262,0.2539,8.0607,165.0494,12.8472,inf,110.4
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",72.0994,0.0721,0.00050855,72.1576,0.2718,0.0017,0.2687,0.029,0.0022,0.0469,inf,109.5923,0.2718,1.4691,0.2687,7.8692,161.7794,12.7193,inf,109.5923
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",73.2192,0.0732,0.00048852,73.298,0.2424,0.0018,0.2388,0.0296,0.0023,0.0478,inf,109.9442,0.2424,1.5429,0.2388,8.0344,168.3856,12.9763,inf,109.9442
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",71.888,0.0719,0.00045991,71.9464,0.2506,0.0017,0.2462,0.0298,0.0023,0.0476,inf,110.2727,0.2506,1.6259,0.2462,8.0959,166.7626,12.9137,inf,110.2727
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",71.3157,0.0713,0.00039864,71.3737,0.2771,0.0017,0.274,0.0288,0.0022,0.0467,inf,109.3259,0.2771,1.4511,0.274,7.8146,160.5993,12.6728,inf,109.3259
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",70.7522,0.0708,0.00054646,70.811,0.2691,0.0017,0.2656,0.0292,0.0022,0.047,inf,109.8156,0.2691,1.5217,0.2656,7.9183,162.4571,12.7459,inf,109.8156
"WOA_MLP-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50",71.9888,0.072,0.0004909,72.0487,0.2761,0.0017,0.2725,0.0291,0.0022,0.0467,inf,109.76,0.2761,1.5528,0.2725,7.8978,160.9285,12.6858,inf,109.76
