model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",158.3629,0.1584,0.44993734,158.8987,0.2021,0.0019,0.1918,0.0317,0.0024,0.0493,inf,112.0331,0.2021,1.865,0.1918,8.6028,178.7919,13.3713,inf,112.0331
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",159.5524,0.1596,0.49788237,160.1205,0.2137,0.0018,0.2059,0.0312,0.0024,0.0488,inf,111.5961,0.2137,1.8128,0.2059,8.4565,175.6669,13.2539,inf,111.5961
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",148.0184,0.148,0.30067825,148.3825,0.2464,0.0018,0.2401,0.0303,0.0023,0.0478,inf,110.8636,0.2464,1.7113,0.2401,8.2231,168.1043,12.9655,inf,110.8636
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",140.9297,0.1409,0.43578434,141.4223,0.257,0.0017,0.2507,0.03,0.0023,0.0474,inf,110.5551,0.257,1.6465,0.2507,8.1336,165.7638,12.8749,inf,110.5551
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",144.1435,0.1441,0.41762376,144.6383,0.259,0.0017,0.2562,0.0293,0.0022,0.0473,inf,110.0163,0.259,1.549,0.2562,7.9438,164.5468,12.8276,inf,110.0163
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",142.3001,0.1423,0.36538339,142.7479,0.2312,0.0018,0.2235,0.0308,0.0023,0.0483,inf,111.3005,0.2312,1.7622,0.2235,8.3553,171.7772,13.1064,inf,111.3005
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",141.2019,0.1412,0.44430614,141.7745,0.2382,0.0018,0.2327,0.0305,0.0023,0.048,inf,111.0429,0.2382,1.7356,0.2327,8.2649,169.74,13.0284,inf,111.0429
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",144.3652,0.1444,0.37567735,144.8226,0.2372,0.0018,0.2307,0.0306,0.0023,0.0481,inf,111.131,0.2372,1.7449,0.2307,8.2969,170.1781,13.0452,inf,111.131
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",140.9893,0.141,0.40177703,141.4595,0.1269,0.002,0.1147,0.0332,0.0027,0.0516,inf,113.2474,0.1269,2.001,0.1147,9.0088,195.8344,13.9941,inf,113.2474
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",139.6002,0.1396,0.46029663,140.1531,0.2516,0.0017,0.2463,0.03,0.0023,0.0476,inf,110.6905,0.2516,1.6772,0.2463,8.1523,166.7354,12.9126,inf,110.6905
