model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",34.9685,0.035,0.08083868,35.1405,0.2744,0.0017,0.2706,0.029,0.0022,0.0468,inf,109.64,0.2744,1.5145,0.2706,7.8709,161.3453,12.7022,inf,109.64
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",36.8075,0.0368,0.09203482,37.0256,0.2769,0.0017,0.273,0.0292,0.0022,0.0467,inf,109.8231,0.2769,1.5604,0.273,7.922,160.8198,12.6815,inf,109.8231
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",39.071,0.0391,0.06920123,39.2021,0.269,0.0017,0.2651,0.0292,0.0022,0.047,inf,109.6382,0.269,1.5151,0.2651,7.9229,162.5627,12.75,inf,109.6382
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",39.2861,0.0393,0.11145544,39.4636,0.2755,0.0017,0.2722,0.029,0.0022,0.0468,inf,109.5412,0.2755,1.4995,0.2722,7.8697,160.9967,12.6884,inf,109.5412
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",39.5405,0.0395,0.06918073,39.6807,0.2801,0.0017,0.2746,0.0293,0.0022,0.0467,inf,109.86,0.2801,1.5521,0.2746,7.959,160.4588,12.6672,inf,109.86
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",37.5966,0.0376,0.10590124,37.8058,0.2757,0.0017,0.2727,0.0289,0.0022,0.0467,inf,109.4799,0.2757,1.4762,0.2727,7.8332,160.8986,12.6846,inf,109.4799
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",35.2297,0.0352,0.13144135,35.4527,0.2607,0.0017,0.2592,0.0286,0.0022,0.0472,inf,108.9829,0.2607,1.3782,0.2592,7.7696,163.8863,12.8018,inf,108.9829
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",38.2433,0.0382,0.1321094,38.4783,0.2713,0.0017,0.2692,0.0288,0.0022,0.0469,inf,109.4676,0.2713,1.5016,0.2692,7.8102,161.6649,12.7148,inf,109.4676
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",40.5553,0.0406,0.0694325,40.6863,0.2787,0.0017,0.2724,0.0295,0.0022,0.0468,inf,110.0014,0.2787,1.5788,0.2724,8.0055,160.9559,12.6868,inf,110.0014
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",40.7167,0.0407,0.10692573,40.898,0.2757,0.0017,0.2697,0.0296,0.0022,0.0468,inf,110.1245,0.2757,1.6106,0.2697,8.0272,161.5599,12.7106,inf,110.1245
