model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
"MvoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",100.5211,0.1005,0.00053024,100.6403,0.2312,241.08474930072526,8.9114,304.7288,17.4565,0.9646,5.3864,0.2312,2.2116,221.1597,86.6451,0.8063,0.9027
"MvoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",101.718,0.1017,0.00090575,101.7719,0.1876,241.95162831809623,9.0533,322.0327,17.9453,0.9849,5.3462,0.1876,2.3042,230.4204,88.1028,0.8218,0.9171
"MvoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",107.2775,0.1073,0.00100422,107.333,0.2202,240.45404242824569,8.9771,309.1432,17.5825,0.9716,5.3944,0.2201,2.2525,225.2505,87.361,0.8146,0.9094
"MvoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",100.7614,0.1008,0.00049496,100.8492,0.1967,243.3172250238238,9.021,318.4501,17.8452,0.9758,5.2614,0.1966,2.2434,224.3351,86.1037,0.8036,0.9138
"MvoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",102.0325,0.102,0.00097609,102.0868,0.2258,242.11576816840585,8.9796,306.8913,17.5183,0.9941,5.4086,0.2258,2.3245,232.4537,88.4062,0.8234,0.9096
"MvoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",101.9894,0.102,0.00097132,102.0456,0.2134,241.39785065698015,9.004,311.7808,17.6573,0.9696,5.2564,0.2134,2.2618,226.1801,86.8908,0.8083,0.9121
"MvoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",103.437,0.1034,0.00115895,103.5237,0.2366,239.24333032252744,9.0106,302.6377,17.3965,0.969,5.3722,0.2365,2.2479,224.787,86.9535,0.8085,0.9127
"MvoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",147.5589,0.1476,0.00081611,147.6612,0.2191,240.64991651175825,8.9305,309.5573,17.5942,0.9539,5.1312,0.219,2.1928,219.2755,86.476,0.8055,0.9046
"MvoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",156.3637,0.1564,0.00137544,156.4574,0.2306,241.62663728459788,8.939,304.9818,17.4637,0.9707,5.4333,0.2306,2.2551,225.5141,87.3189,0.8153,0.9055
"MvoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",116.4474,0.1164,0.0010798,116.5153,0.2163,241.23114156067106,8.987,310.6652,17.6257,0.9788,5.2926,0.2162,2.2787,227.8748,88.0543,0.8209,0.9104
