model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
NroMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,250.922,0.2509,0.00060463,251.036,0.2027,237.4418563320891,9.1473,316.066,17.7782,0.9751,5.4131,0.2026,2.1343,213.4293,83.9743,0.7674,0.9266
NroMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,247.7194,0.2477,0.00059986,247.7786,0.2233,239.99943421557467,9.1168,308.0781,17.5522,1.0065,5.6085,0.2228,2.3541,235.4101,88.1732,0.8229,0.9235
NroMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,273.211,0.2732,0.00102639,273.2686,0.2341,240.20182164984845,8.9256,303.6045,17.4242,0.9627,5.1261,0.2341,2.2229,222.2939,86.9951,0.81,0.9041
NroMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,338.7935,0.3388,0.0011301,338.8844,0.2196,241.57233624791044,8.9798,309.3244,17.5876,0.9644,5.2324,0.2196,2.1975,219.7455,86.2802,0.7988,0.9096
NroMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,425.7503,0.4258,0.00108457,425.8444,0.2288,240.58409388742044,8.8411,305.7039,17.4844,0.9389,5.0862,0.2288,2.1199,211.9885,85.4464,0.7944,0.8956
NroMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,422.9774,0.423,0.00118637,423.0799,0.2236,241.2922106328068,8.8479,307.7605,17.5431,0.9383,5.1114,0.2236,2.1514,215.1378,86.4474,0.8034,0.8963
NroMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,396.5296,0.3965,0.00112295,396.6281,0.2282,241.07979701640588,8.967,305.975,17.4921,0.9666,5.1164,0.2281,2.2423,224.2268,86.9908,0.8128,0.9083
NroMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,411.7923,0.4118,0.001158,411.8881,0.2352,240.3239091021179,8.9171,303.1907,17.4124,0.953,5.1271,0.2351,2.18,218.0043,86.0751,0.8037,0.9033
NroMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,429.7182,0.4297,0.00111008,429.8202,0.2377,240.73842924946743,8.9141,302.2045,17.384,0.9679,5.1851,0.2376,2.2468,224.6801,87.1914,0.8151,0.903
NroMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,391.7385,0.3917,0.00109577,391.8339,0.2333,240.7710326990119,8.8769,303.9293,17.4336,0.949,5.0296,0.2332,2.1776,217.7588,86.5032,0.8074,0.8992
