model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"RNN-1HL-Rnn1HL-run_0-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",23.6143,0.0236,0.42883587,24.0503,0.0297,0.0054,-0.159,0.0654,0.007,0.0838,inf,84.5608,0.0297,1.0977,-0.159,6.9593,79.5446,8.9188,inf,84.5608
"RNN-1HL-Rnn1HL-run_1-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.5724,0.0226,0.81911826,23.398,-0.0759,0.0062,-0.3179,0.0705,0.008,0.0894,inf,87.6459,-0.0759,1.2059,-0.3179,7.5076,90.4432,9.5102,inf,87.6459
"RNN-1HL-Rnn1HL-run_2-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.7909,0.0228,0.40087104,23.1989,0.0089,0.0056,-0.1912,0.0665,0.0072,0.085,inf,85.2421,0.0089,1.1205,-0.1912,7.0768,81.7516,9.0417,inf,85.2421
"RNN-1HL-Rnn1HL-run_3-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",23.1226,0.0231,0.30521488,23.4353,0.0479,0.0053,-0.1311,0.0644,0.0069,0.0828,inf,84.0007,0.0479,1.0768,-0.1311,6.8588,77.63,8.8108,inf,84.0007
"RNN-1HL-Rnn1HL-run_4-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",24.0162,0.024,0.31238031,24.3347,0.106,0.0048,-0.0295,0.0604,0.0062,0.079,inf,81.4273,0.106,0.987,-0.0295,6.4254,70.651,8.4054,inf,81.4273
"RNN-1HL-Rnn1HL-run_5-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",23.2261,0.0232,0.33503342,23.5677,-0.0836,0.0063,-0.3328,0.0711,0.0081,0.0899,inf,87.9313,-0.0836,1.2174,-0.3328,7.5646,91.4683,9.5639,inf,87.9313
"RNN-1HL-Rnn1HL-run_6-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.4304,0.0224,0.2976768,22.735,0.0624,0.0052,-0.1092,0.0637,0.0067,0.082,inf,83.5233,0.0624,1.0612,-0.1092,6.7781,76.1227,8.7248,inf,83.5233
"RNN-1HL-Rnn1HL-run_7-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",23.3015,0.0233,0.31169868,23.626,-0.0074,0.0057,-0.2147,0.0672,0.0074,0.0858,inf,85.6155,-0.0074,1.1367,-0.2147,7.1501,83.3626,9.1303,inf,85.6155
"RNN-1HL-Rnn1HL-run_8-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",24.0012,0.024,0.31139612,24.3194,0.0,0.0057,-0.2085,0.0671,0.0073,0.0856,inf,85.591,0.0,1.1346,-0.2085,7.1433,82.9376,9.107,inf,85.591
"RNN-1HL-Rnn1HL-run_9-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.6433,0.0226,0.31146598,22.9611,-0.122,0.0066,-0.3869,0.0728,0.0084,0.0917,inf,89.0177,-0.122,1.2553,-0.3869,7.7479,95.1834,9.7562,inf,89.0177
