model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",42.7413,0.0427,0.65666699,43.4263,0.0575,0.0052,-0.1138,0.0638,0.0067,0.0822,inf,83.6491,0.0575,1.0613,-0.1138,6.7916,76.4423,8.7431,inf,83.6491
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",41.3539,0.0414,0.71321988,42.0975,0.117,0.0047,-0.0045,0.0588,0.0061,0.078,inf,80.3775,0.117,0.9542,-0.0045,6.259,68.9388,8.3029,inf,80.3775
"LSTM-1HL-Lstm1HL-run_2-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",42.1994,0.0422,0.76185679,42.9934,0.0865,0.005,-0.0657,0.0619,0.0065,0.0804,inf,82.4239,0.0865,1.0213,-0.0657,6.5874,73.1363,8.552,inf,82.4239
"LSTM-1HL-Lstm1HL-run_3-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.1183,0.0221,0.25217414,22.3769,-0.068,0.0062,-0.3131,0.0706,0.008,0.0892,inf,87.6558,-0.068,1.2054,-0.3131,7.5112,90.1146,9.4929,inf,87.6558
"LSTM-1HL-Lstm1HL-run_4-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",23.1168,0.0231,0.26637697,23.3894,0.095,0.0049,-0.0511,0.0613,0.0064,0.0798,inf,82.0977,0.095,1.0061,-0.0511,6.5274,72.1353,8.4932,inf,82.0977
"LSTM-1HL-Lstm1HL-run_5-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",23.4051,0.0234,0.24750781,23.6597,0.0174,0.0055,-0.181,0.0662,0.0072,0.0846,inf,85.095,0.0174,1.1143,-0.181,7.0489,81.0527,9.0029,inf,85.095
"LSTM-1HL-Lstm1HL-run_6-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.2485,0.0222,0.26945472,22.5241,-0.0186,0.0058,-0.2392,0.0682,0.0075,0.0867,inf,86.3204,-0.0186,1.1554,-0.2392,7.2619,85.0428,9.2219,inf,86.3204
"LSTM-1HL-Lstm1HL-run_7-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",33.4989,0.0335,0.2514534,33.7616,0.0779,0.0051,-0.0822,0.0627,0.0066,0.081,inf,82.9361,0.0779,1.0362,-0.0822,6.6694,74.2726,8.6182,inf,82.9361
"LSTM-1HL-Lstm1HL-run_8-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",33.7249,0.0337,0.40920687,34.1419,0.0937,0.0049,-0.0548,0.0615,0.0064,0.0799,inf,82.1802,0.0937,1.0115,-0.0548,6.5444,72.3883,8.5081,inf,82.1802
"LSTM-1HL-Lstm1HL-run_9-hs_(20, True)-ep_1000-bs_64-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",34.7987,0.0348,0.36646032,35.1779,-0.0812,0.0063,-0.3307,0.0711,0.0081,0.0898,inf,87.961,-0.0812,1.2163,-0.3307,7.5641,91.3248,9.5564,inf,87.961
,,,,,,,,,,,,,,,,,,,,
,ev,,,mae,,,rmse,,,,,min,-0.0812,0.9542,-0.3307,6.259,68.9388,8.3029,0,80.3775
mean,std,cv,mean,std,cv,mean,std,cv,,,,max,0.117,1.2163,-0.0045,7.5641,91.3248,9.5564,0,87.961
0.038,0.071,1.895,6.877,0.447,0.065,8.849,0.444,0.05,,,,mean,0.03772,1.0782,-0.14361,6.87653,78.48485,8.84916,#DIV/0!,84.06967
,,,,,,,,,,,,std,0.071483313,0.089953704,0.115850329,0.447342457,7.950190691,0.443657206,#DIV/0!,2.568639188
,,,,,,,,,,,,cv,1.895103731,0.083429516,-0.80670099,0.065053516,0.101295864,0.050135516,#DIV/0!,0.030553697
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,EV,,,MAE,,RMSE,,
